id,text,label
309,"@Melodie - at the top of your screen, you need to tell it to sort by collections.  Not by author, or most recent, or whatever.",neutral
310,@ Frances - you should be able to click left when its highlighted and that should give you the option to delete.,neutral
311,"I have a similar wish to Ginger. Id like to be able to put books into more than one collection. eg - Jane Eyre would be in Classic Novels, and Favourites.",positive
312,Thanks!,neutral
313,Janice - You can do that.  You just cant have collections inside of collections.  But you can send a book to as many collections as you like.,positive
314,Janice - You can do that.  You just cant have collections inside of collections.  But you can send a book to as many collections as you like.,positive
315,@Ann - to remove from my droid I just press and hold on the book title until a box opens and it will have some options.  One is to remove from device.  Hope this helps you!,neutral
316,"I have trouble getting things back into archive. Anyone know if I can keep both Kindles linked to the same Amazon account, but only have books go to one of them and not archive in the other? I want to get some stuff that my 14 year old son doesnt want/need in his archive and vice versa.",negative
317,Any idea how to put a nook on the kindle from my computer? I have one on a disc into the computer and want to put on my kindle. How?? ,neutral
318,Wish I could manage collections from Manage My Kindle and from Kindle for PC.,neutral
319,Finally!  Thanks!,neutral
320,"AND Remember to Get  The Real Life Crime Mystery  www.amazon.com/Circumstantial-Evidence-Getting-Florida-Bozarth-ebook/dp/B004FPZ452/ref=pd_rhf_p_t_1 Learn what a U.S. Senator has to do with Drug Runners, and an x-Miami Beach Cop...  The State Attorney Knows... NOW So Will YOU",neutral
321,Can I have a collection of collections ? May be I should try it myself first ?,neutral
322,I would just like to know how to put books I have already read into the archives. I read the instruction guide but could not find that. ,positive
323,- Home page by CollectionUse your five way button move the cursor to the top of you home screen hit the right directional button and sort your Home page by Collection.  This will allow your Kindle to only display your books once (Collections & books on Home page).  When you enter a collection you will only be shown the books in that collection.,neutral
324,Thank you for these tips!  As a novice user  they are appreciated.,positive
325,"and what if the book you want to perm delete doesnt show up in ""your orders""?  anyone else have this issue?",neutral
326,Great.,positive
327,Thank you for these tips,positive
328,"- Karen, Im guessing you mean book and not nook.  The nook and the Kindle dont interface.For a book, use your USB cable that came with the Kindle and attach it to you computer and reader.  Assuming here that you have a PC go to My Computer folder on your desktop and you should see a Kindle icon as if it was a USB flash drive or some other type of attached device.  Select the Kindle supported file(s) you have in your PC and drop them on the icon.  The files are now on your Kindle.",neutral
329,"The big question is, how do I get rid of the samples once Ive bought the book?",negative
330,The nook :(       the kindle :),neutral
331,"My Kindle is charged, but when I try to turn it on the green light comes on for a few seconds but will not come on. I just got this in Sept. New edition Kindle.",neutral
332,"Thanks,  I was wondering!",neutral
333,I LOVE this!! Thank you.,positive
334,but how do I put into the archives when I am done reading?  no one has been able to answer me that.,neutral
335,I LOVE MY KINDLE!!!!!!!!!!!!!!!!,positive
336,"But what about Kindle content that no longer shows up in ""your orders"" because they were purchased so long ago??? I want to delete some of those books.  Please advise. Thank you. ",positive
337,"@Sarah, if you highlight the title and then click to the right, one of the options will be ""remove from this device"".  That puts it in archives.  @Traepischke , highlight the title of the sample and then click to the right and choose ""delete""",positive
338,Yes! I love the create a collection feature. It makes it easier to find your books. Plus you can keep up better with what you have read if you have books iin all types of categories.,positive
339,How come this Does Not work for ALL books?  I still have 5 stuck on my kindle in Arcives grrrr,neutral
340,@Theri I have the same problem and cant figure it out either. The older books are archived but are not listed anywhere when I go online to manage your kindle. They do not show up at all. ,negative
341,"To delete a sample after purchasing the book:  highlight the sample on the Home page, rift select with the 5-way and select delete.  This permanently deleted the sample.",neutral
342,Thank God!,positive
343,OMG! I just had a friend do this for me because I didnt have time to look it up. Kinda scary... are you monitoring me Kindle? Are you going to rule the world through mind reading? ;-) Im calling for govt restrictions here *tongue-in-cheek* Im really tired...,negative
344,Thanks.  Ive been wondering about how to do that...,neutral
345,My kindle just received some type of update. Anyone know what this is?,neutral
346,I wanna know how to move something TO the archived items....???,neutral
347,thanks for the tip  i know there had to be way,neutral
348,doesnt work on all files...,neutral
349,Is it possible to have Amazon e-mail these tips to us?  It sure would be a help to me. :-),positive
350,Im glad they finally told us how to do this!,positive
351,"Yeah same problem here, it leaves some kind of link to the title you place in a collection, but I dont think two actual copies are stored, but access to same book via main menu and the collection you really wish it would show up and no where else!! : )  still love ya, Kindle!  ; )",neutral
352,"I think it would be helpful if we could create our collections in Manage Your Kindle......then as we purchases them, we can move them into their correct collection.....",positive
353,LOVE MY KINDLE!!,positive
354,I would like to be able to sub-categorize my collections. Also is there a way to search for only kindle audio books in the store? I would like to try an audio book on my kindle.,positive
355,"Fml I never knew what collections were for.  And I actually read the while PDF on my kindle, lol",neutral
356,"If youve deleted a book through the Manage Your Kindle page and its still in your Archives, its probably because you havent turned on wireless since you deleted.  Your Kindle wont know its been permanently deleted until it can ""talk to the mothership"".",neutral
357,is there any way to alphabetize the collections on my Kindle? that would sure make searching easy!,positive
358,Cant believe how much I love my Kindle!!,positive
359,"how about when you delete from ""Manage your kindle"" and they still show up on the kindle???  I called Amazon this week - tech had no clue - deregistered my kindle and re-registered - told me hed look into it and call me back - its been almost a week - no call or anything.  I LOVE my Kindle, but its annoying to want something gone and cant get rid of it.",negative
360,I saw the other day on FB we were to get a download when it went into sleep mode  -  if I did - no clue as to how/what or where.,neutral
361,Does anyone still read the original Kindle?  I still really like mine although I dont think I can play games on it.  Thats what the computer is for!,neutral
362,"My Kindle just got the upgrade, yippee! Page numbers at last!",neutral
363,"to Janice, you should have received an email about the update with a link to detailed instructions.",neutral
364,"Lori W.M. - Ive had this problem too!  I deleted titles from ""Manage your Kindle"" and not only did they continue to show up in my archived items, still available to download, but when I purchased a new Kindle, the deleted title showed up in my archives there too!  When I installed Kindle for PC, the deleted title again showed up in my archives.  The deleted title is no longer showing in ""Manage your Kindle"" but it wont go away from my archives!  Yuck!  Am I stuck forever with a bad story that I would rather forget?",negative
365,"Nice, but will it help us download ebooks from other sources?  Mainers are still waiting for Kindle to adopt the technology that others have so people can download books through the state library website.  Hey, Amazon, Im a public library director and even though I love my Kindle, Im buying 2 or 3 Nooks next week for my library....no Kindles.  Sorry!",positive
366,That deletes it from the account too? :| I was just trying to get rid of stuff from the device.. Crap.,negative
367,"- Janice  To see what version of the operating system that your Kindle has on it go to your Home screen, press the Menu button, select System, at the bottom right you will see the version number.  It will be something like 3.0.2 (xxxxxxx).  If your Kindle has the new OS it will read 3.1",positive
368,"Agreed collections contain books, but the books are also contained outside of the collection folders, what then is the point of making a collection in the first place.  ",neutral
369,"- Robyn CombsIf you look at the bottom of your Kindle there is a small hole.  This is a microphone, it is mentioned in the Users Manual.  Ill let you figure out the rest of the answer to your question.",neutral
370,"I have many collection folders. Fav authors, classics, free downloads to try, books Reading, books read and info books. Its a lot easier to locate your books.To make a collection high light book then use the square button and press right side to move sideways. Then make a collection. Hope this helps ",positive
371,Thank you so much for the very helpful instructions you post. I am learning more about my Kindle every time I read a post.,positive
372,Thank you for your explanation of Kindle.  I understood it. To Mr Joseph,positive
373,"I love my Kindle, but I really wish there was a way to manage my collections from the PC - its very tedious and time-consuming fiddling around with the buttons on the Kindle itself.",neutral
374,I also have the same problem of deleted books still showing up in the archived items....and I have had my Kindle turned on wi-fi since they were deleted.,negative
375,1 is a sample No I dont want the book!  The others were free books I dont want. YES I had my WiFi on!  I tried EVERYTING to get rid of these books!,neutral
376,Thanks - this is a great tip!,positive
377,"Thanks, thats just what Id been trying to find out how to do.",neutral
378,"Sabah Farheen Hasan,  you have your books in the wrong order.  If you go to the home page and with the five way go up to the very top it will come up and say ""Title, Author, Collections and Most Recent First"", if you put the highlight under Collections then the books will only show up in the collections.  Hope that helps!!!",neutral
379,"Love this feature as I read so many different types of books. I have crochete, cook books, self help, samples to be read, etc. Kindle just keeps getting better. I have two.",positive
380,it is sooooo awesome.,positive
381,"To the person who wanted audio books, you have already got them.  If you are in your book and you push the change font button it will show you a few different things and one of those things is called ""text to speech"" , most of our books are enabled to have this all you have to do is turn it on!! Hope I didnt just confuse you more!!!",neutral
382,? how to move something to the archived items list?,neutral
383,OK I did all this and the books r still in my Archive-I want them outa there -they r gone from my orders section on amazon but still in my kindle -they didnt go away-Why??,neutral
384,So how do you delete a document you have sent to your kindle?,neutral
385,Why not just have a bin folder and put all unwanted books in there and dont look at them again after all the kindle holds 3500 books. Forget the ones you dont want and spend your time on the ones you do want ,negative
386,One evening I forgot my Kindle at the office andI had to read one of my 1900 plus books. Do you believe that I needed two hands to turn the pages?,neutral
387,Helen that Sounds ok But who wants Clutter on their eReader....Not me!  Thanks all....even tho didnt work!,neutral
388,All of my books disappeared completely.  Is there a way to get them back?,neutral
389,All of my books disappeared completely.  Is there a way to get them back?,neutral
390,The Timbuk2 sleeves are great.,positive
391,I <3 this sleeve. I have the green variant for my Kindle.,neutral
392,"I MADE myself a cover  and it sure dint cost me 20 bucks!  An being that I am a HORSE person ,  it has horses  of course!",neutral
393,"Ive got one of these and love it. Ive also got the green variant, Johnny.",positive
394,"@shirley, I thought you were gonna say it was made out of horse hair there for a second :-D",positive
395,"Still cant believe that I won this sleeve in the sweepstakes and received it in the mail within days. Thanks, Amazon.",neutral
396,a must have for your Kindle its a protected investment you kno i love it I am gonna get mine really soon waiting on my bonus check. soon Ill be enjoying it been researching this. I think the Kindle is the best out there period. Cant wait I will be seeing Amazon soon thanks you rock,positive
397,I also made my own cover and it has bright flower and polka dots and everyone in the office wants me to make them one too.  Oh it didnt cost very much either.,positive
398,I got this case for my husbands K3 and he really likes it.,positive
399,"Nice... was looking to get a cover. Would buy Amazons, but am vegan, so dont want leather... thanks.",positive
400,Does anyone know of a sleeve that can fit the Kindle latest generation with the Kindle lighted cover in it? I put it in my purse and crumbs or dirt can still get in or on the kindle!! Thanks!,negative
401,I want 1!!!!!!!  <3,neutral
402,I have this as well ... and I just love it!,positive
403,I have this cover and it works great. Loud when you open it though.,positive
404,"I have this one too.  Jeffs right -- it is loud, but its a great cover.",positive
405,I use this; it works for me.  I throw it in my backpack.,neutral
406,very nice but since I have the Amazon Kindle app (awesome) on my EVO I wonder if it would fit that?? Hmm,positive
407,I have it and the flap is too big. Kind of pricey.,neutral
408,Works great.  Looks great.,positive
409,"I wonder if amazon will give me credit for the cover I bought with my Kindle that makes it ""glitchy""?",positive
410,I have the nylon one and love it!  Doesnt seem too bulky; it still fits in the outside pocket of my purse.,positive
411,I think $30 is about $20 too much.,neutral
412,"I almost bought this one, but went with the M-Edge case and light that fits in the case.  Love it.",positive
413,This is what I use... and LOVE IT.,positive
414,This is the one I have. Love it!!,positive
415,Why cant they makle a cover that is not reasonably priced.,positive
416,i like it but with shipping its $60 not paying that!!,positive
417,"I have the BUILT Nuprene and its a amazing, I didnt want a zipper to scratch the kindle, and i didnt want velcro cause it makes too much noise and eventually they get old and dont work that well...This is the best thing since sliced bread!",positive
418,"Just buy a Belkin.  Its the same thing, but with a zipper.  I bought mine at Target for around $20.",neutral
419,I have this one!  Violet and Barley.  Love it!,positive
420,Love mine! Worth the money.,positive
421,@David Noooo kidding.  You would think that competition would bring the price down to earth.,neutral
422,LOVE MINE!!!!,positive
423,nice of you to promote other peoples cases,positive
424,I have one and love it!!  Mine is in the camaflage tones though with pink binding   -  easy to spot when I put it down!,positive
425,The kindle used to come with a free case...just sayin.,positive
426,"I love all things Timbuk2. Own several bags, including a Kindle sleeve.",positive
427,My Kindle Timbuk 2 sleeve only came to $24 w/shipping.  ??  It is perfect - padded and just what I wanted.,positive
428,I can probably sew one of these! Thanks for the idea!,neutral
429,whats wrong with Amazons Own cover??,negative
430,This is a great sleeve.,positive
431,My sister sewed me a Kindle sleeve much cuter (and cheaper) than this.,positive
432,No offense but all the sleeves for this product are a bit ugly.   Cant beat my lighted green leather case!,negative
433,I love mine!,positive
434,"Was trying to manually download updates and had to call your service for help! The guy was inpatient-bordering on rude, could NOT understand him! I told him I was having trouble understanding what he was saying! I finally got the problem solved but next time I will hang up until I get someone that speaks ENGLISH!!",negative
435,"I bought one a few months ago and LOVE it! I feel safe just tossing it into my backpack with all my textbooks, and Im confident my Kindle is protected. :) Great product!",positive
436,Im intrigued I must say... I already have a case but this might be a good backup for rainy days.,positive
437,I won one of these and its really nice!  Too bad I actually own a 2nd generation Kindle that wont fit in it.,neutral
438,"Ive had the black version of the sleeve for about 14 mos. Love it. I dropped the sleeve with Kindle in it in the water while boarding our sailboat. It floated, and when it was fished out after about 4 min., it was bone dry inside!",positive
439,"Amen. Same thing happened to me twice. If I wanted to speak another language I would move. Its aggravating when something is not working, then to have to try to understand someone else try to explain how to fix it, not speak English. ",neutral
440,"Amen. Same thing happened to me twice. If I wanted to speak another language I would move. Its aggravating when something is not working, then to have to try to understand someone else try to explain how to fix it, not speak English. ",neutral
441,Have and love mine.  I much prefer reading naked (without the book like cover),positive
442,already have it and love it!,positive
443,Send me 1!!!,neutral
444,"@ Hayley Green- I put my Kindle lighted cover inside my Vera Bradley eBook cover.  I have a black Amazon lighted and want a different color but Im waiting for them to go on sale (hint, hint Amazon!) I wanted something colorful on the outside. I look at it as extra protection from bangs and bumps.",positive
445,already have this one! love it,positive
446,"Love mine, its awesome!",positive
447,"I bought my hubby a kindle, and this is the holder he got for it.  Its great!",positive
448,"I use the BUILT sleeve - no snaps, no zippers, no bulk.  Perfect.  JH",positive
449,love that Timbuk2 I got for my kindle!,positive
450,I have one and dig it.,neutral
451,I have one also...the red and dark grey one...I love it,positive
452,Can not buy it in Canada?,neutral
453,"I love mine. The only thing is that when I bought it, they did not have much to choose from and I had to choose the ""the less ugly"" of the collection. But it is the best protection and it is not bulky. It fits in any of the purses I use perfectly.",positive
454,I love my Timbuk2 Case. I have it in black!,positive
455,This is the Timbuk2 case I purchased for my Kindle :) and I <3 the case and my Kindle :),positive
456,"ok...  how do I get rid of this now?  No idea how it got there, no idea how to remove it.  Im not an advert!",negative
457,Please remove. From my facebook thx,neutral
458,I have one and love it,positive
459,Just ordered mine!,neutral
460,What about a reasonably priced one for those of us with a 2nd generation Kindle.....come on guys!!,positive
461,"I bought the red/gray/black one of these for my K3. Love it except for one thing: you have to take the Kindle out to charge it or read. Otherwise, its a great cover.",positive
462,I have a leather cover that I got for $20 and it came with a funky printed skin and a screen protector at no charge. Love it. $24 with shipping. ,positive
463,I have one from Gizmo Dorks & I love it!!!,positive
464,I love mine!,positive
465,I love mine!,positive
466,I much prefer the protective hard cover with the pull-out light in the corner.,positive
467,i like the covers that look like a book,positive
468,"I have the larger version for the DX - the one major complaint is that the velcro is a bit loud when opening.  Otherwise, its great.",neutral
469,Got mine.  Love it.,positive
470,I like my case with the built-in light. Its so great for reading in bed at night.,positive
471,I got one! Pink with camo!! Yeah baby. =) Very light and cute. Love it.,positive
472,"I have this sleeve and I am very happy with it. Because of the memory foam padding and the nylon water shedding material, a person would have to actually work to damage the Kindle inside. I prefer to use a sleeve because I read my Kindle when it is naked.",positive
473,"This is so much superior to the Kindle leather case with the band that I bought in September for 39.99.  The band lasted about two months, got loose then finally fell off.   bought this for mine and my sons kindle and its much better.   Re: help from amazon kindle, I always email and i have an answer usually within a few hours.  thats the way to go.  so far completely satisfied with customer service if i email.",positive
474,Own this. Live it,neutral
475,I love my Timbuk2.It even fits in my purse just perfect.,positive
476,I bought the Timbuk2 when I got my Kindle3! I love it! Fits really nice in my purse! I just did not like to keep my Kindle in a case to read... defeats the light weight. It is a very nice case!,positive
477,"Great case! Very well made, and protects well. ",positive
478,I love mine.,positive
479,I have 3 covers - dress kindle to match my purse!,neutral
480,I have the green/gray one and love it!,positive
481,but are they made in America?,neutral
482,"If you dont want to see these messages on your FB wall, go back to the Amazon Kindle page, scroll down and click on ""Unlike"".  You have to do it yourself.",neutral
483,Ive got one for my Kindle2. They make great stuff!,positive
484,"Today I bought a Vera Bradley Ebook Sleeve for my Kindle at the gift shop where I work.  It is so beautiful, and it made me realize that my Kindle (which I love) needed a new suit.",positive
485,I just bought the lime one!!!,neutral
486,"Is anyone finding that Kindle doesnt like magnets? Like the kind that keep the flaps closed on my ipod and Blackberry cases? They cause my Kindle to reset itself or freeze. I wonder if their is a Kindle carrier that would provide more protection. Btw, my Kindle doesnt like static, either (...stupid down parka!)",positive
487,Can not understand why we in Canada can not buy these book covers some dumb excuse about the boarder. Funny one can buy just about anything without any trouble. What the h gives.???,negative
488,"A friend just got me a ""Tuf Luv"" case for my Kindle! Read all about it! Stands the Kindle up in 3 positions so you can read it hands free! Neat!",neutral
489,These are great !!,positive
490,love you kindle....,positive
491,"I LOVE this sleeve.  It fits in my purse, yet protects my kindle....  Nice looking too...",positive
492,Are they coming out with one for the DX in the Kindle cover???,neutral
493,I saw patterns to sew your own on Clotildes website.,neutral
494,Ive read some reviews that state the binding can be an issue...and to be honest the accessories for Kindles are just too expensive!,positive
495,$24.99 for a fabric sleeve??? This should be $10. I bet these cost $1 to make if not less.,neutral
496,Have a Timbuk 2 for my Kindle 2 and have been very glad.,positive
497,I have one of these and love it!,positive
498,Ive had this cover since October 2010 and have been very happy with it.  Protects it from all the other stuff in the to go purse!,positive
499,"I use a bubble wrap postage envelope, $0.79, though mine is repurposed and thus free!",neutral
500,Mine is awesome! I wouldnt have a Kindle without it.,positive
501,I love my Timbuk2 sleeve for my Kindle.  Fits perfect in my Timbuk2 purse and goes with me everywhere.  It fell out of my SUV yesterday and was protected.  Yea!!,positive
502,Anyone from South Africa who managed to get a cover for the Kindle 2 from Amazon?  Love the Timbuk2 camo/pink/camo cover but there seems to be a problem with getting it here to me :(,positive
503,Excellent product!  I dont worry about tossing my Kindle into my bag with the Timbuk2 Envelope Sleeve.,positive
504,Give me one please~,neutral
505,Why cant you ship these covers to B.C.?,neutral
506,OMG....I cant believe how much of a tool you are!,neutral
507,hehe,neutral
508,I do the same thing!!!! :),positive
509,I do that too.,neutral
510,Thats so awesome!!,positive
511,Boo to Who Views Your Profile.,neutral
512,love MY KINDLE!,positive
513,Your kindle specialists are a big help. One helped me with downloading new updates for my Kindle-Gen 2. Now it seems to be working a lot better. Thanks Jennifer E.,positive
514,"I love to read, but hate lugging a book around (mine are usually the BIG ones), hate losing my bookmark, losing my place in the reading, and forgetting to bring another book if Im about done with the current one! And, sometimes time restraints can make getting to the book store a hassle.Now that my sweetheart got me a Kindle, I dont have to worry about any of that anymore!! :) I LOVE IT!!!",negative
515,"Since Christmas day, I have read 23 books on my Kindle...",neutral
516,"I have fibromyalgia and RA, so when I want to read before bed, I can grab my Kindle and read with no pain in my hands.",negative
517,I have been a kindle user for many yr.  Have been stopped in restraunts and gave instructions on how it is used.  next thing i know that person has bought one.  I love my kindle.,positive
518,"I go and give platelets at the blood bank every two weeks, and I read my Kindle!!! It is my favorite thing in life!!!!",positive
519,"Totally relate to this post, Love my Kindle!!",positive
520,"Thats partly why we got ours! Expecting #2 in 5 weeks, and Im planning on reading one-handed while settling, breastfeeding, etc!",neutral
521,"Me, too!",neutral
522,Did you get your update yet??,neutral
523,I love my Kindle.  I have some of the audio books so I can use it in the car.,positive
524,I do that too ,neutral
525,I LOVE my kindle.  Absolute joy!  Have had tendonitis in my hand and it was painful to hold a book.  Now I can still enjoy reading and do it with one hand!,positive
526,I agree completely!!! Happened just that way in my home today! :-),positive
527,"I love the fact that it takes no effort to hold up my kindle, as compared to a 500-pg book, while laying in bed preparing for sleep. Its easily bookmarked and I know for sure my place is held until I wake Mr Kindle up! The print is so clear and my eyes dont get near as tired! I have returned to nightly reading after about 10 years on hold. THANK YOU, MR KINDLE!!",positive
528,My Kindle is my new constant companion.  Love getting all the classics for free.,positive
529,"Good to see all of the positive posts..I just got mine yesterday. Was a bit bummed though, I wanted to purchase/DL a series of books and the 2nd one is not to be found...",positive
530,I use mine while nursing at night with the built in light. It is great!,positive
531,I use mine while nursing at night with the built in light. It is great!,positive
532,"sew did Charles Darwin, read his Autobiography, before Amazon uses all the HARDCOPY for Kindle",neutral
533,I wish I wouldve had mine when my baby was nursing; it wouldve made reading MUCH simpler and wouldve allowed me to do more than sit there completely bored when I was trying to minimize noise and keep it dark for middle-of-the-night feedings.,negative
534,I do the same thing :),positive
535,i love my kindle.  i had to get a new purse to so my kindle fit.  now i can take it with me where ever.  I read on the elliptical on the recumbrant and while waiting for my kids at school.  I cant wait till Friday when i can use my kindle while waiting for our table to be ready at the resturant.  We are a 2 kindle house.  nice snuggling with my honey while we both read.,positive
536,i cant even read all of my Amazon self-published book..... Amazon controls access The Drive of Progress in Man,positive
537,I do this with my son all the time.,neutral
538,What built in light??? Thats my only complaint!! ,neutral
539,ME TOO!! With a twin in each arm :),positive
540,"When Im fussy and unable to sleep (which, with stress, is often), I have my Kindle read to me! So much better than reading and putting down the book before Im truly ready to sleep.",negative
541,I am still learning about my Kindle and deciding if I like it better than real books..,positive
542,How come Nook geives its owner free Friday books?  How about it Kindle????,positive
543,I would have loved to have had my kindle while nursing and rocking sick babies! I LOVE my Kindle and tell everyone about them!,positive
544,"Get a kindle, download books instead of buying them.....SAVE A TREE!",neutral
545,Love my kindle!  My 3 year old loves it too so santa brought her the vtech v reader and we hang out together reading our readers!,positive
546,How can i make the contrast darker on my kindle?,negative
547,This is the whole reason I bought my kindle! I can feed and soothe my son while reading! Well worth the investment!,positive
548,Really wish they had thia out 7 1/2 years ago..LOL,positive
549,"I have been trying to figure out a way to read a book and walk on my treadmill.  Voila -- the Kindle makes it possible.  Now, if I read my Kindle while walking the time passes so quickly -- Im not ready to get off the treadmill so quickly, I always have to read one more page, then one more again and so on.",neutral
550,I did the samething with my Grandaughter,neutral
551,I love kindle..thinking of getting the larger size!,positive
552,I love my kindle too,positive
553,I LOVE my kindle. Just got my awesome case w/ built in light yesterday! Love that too. =),positive
554,I LOVE MY KINDLE!!!!!!!!!!!!!!!!!!!!!!!!!!,positive
555,I adore my Kindle. But I think its a pity Amazon dont disclose at purchase time the fact that they are going to refuse to see kindle books to non-American customers. In my country this would be misleading and deceptive conduct.,negative
556,those annoying babies just insisting on being held! how selfish of them.,negative
557,Love it!! I can hold my.children and read!!! Had it since v day 2010...have read 94 books and.counting!!! It.goes everywhere with me!!,positive
558,Love my kindle.  Fits in my purse and goes everywhere I go!,positive
559,I do the same thing with my baby. Kindle saved my sanity as a new mom :),positive
560,"Love my Kindle! I am reading Fifth Avenue. It was either free or 99cents. I have had my Kindle for 14 months. When I got it, the most expensive book was $9.99.  I did not mind paying that for favorite authors. I have 4 favorite authors coming out with new books this Spring and they are all $14.99. So, I will order these from my library. Ken folletts book came out this winter,$19.99. Seriously?? Ordered it from the library. I know this is the publishers and not Amazon. Netflicks says it will not mail out dvds starting in 2 years. I can see in time, Authors going directly to ebook formats and leaving publishers in the dust.",positive
561,"im not in American and can download books with no problems, and so can my friends",neutral
562,"I love my kindle, but... why cant a person hold a fussy baby with a book?  Two kids, one who refused to sleep unless held, a good 10 years before the kindle.",neutral
563,Hard copy til the day I die. That way books I paid for wont disappear from my library on someones whim ;)I refuse to pay for things that I dont truly own.,negative
564,"I love reading my kindle and holding my favorite other thing in the whole wide world, my baby grandaughter Riley,  it is possible!",positive
565,"I can relate to this post : ) I actually took a picture of me reading my ""vintage"" first gen. kindle with my baby sleeping in my arms and a kitty on the armrest of the chair we were in :)",positive
566,Thats the reason I bought my kindle. :),positive
567,I echo this statement. I thank god for kindle. I just wish it had a light,positive
568,Me too!! Oh the joys of mommyhood ;-),neutral
569,"@Kellie, get the cover with built in book.  Works great.  I got the red leather.",positive
570,I love my kindle.  Have had it for several years.  Can download quite a few free books,positive
571,"back in my day, I turned on music. Would have been glad to have had Kindles back then. LOL",positive
572,You could have held her and read a book too.  But I do love my Kindle!,positive
573,"My son got me mine for my birthday.  I was reluctant at first because I am a huge words on the page fan.  Since I started using it, I cant put it down...on the treadmill, waiting in the dentists office, while watching tv...I love it and my son is thrilled because I told him its the best gift!",positive
574,"Dave, your old fashioned attitude is to your own detriment....but I guess thats your choice! Why are you making comment on this post - you have to like kindle in order to do so??? How strange!",neutral
575,"@Kellie, built in book LIGHT!  Left the most important part out!",positive
576,I read on my Kindle while donating blood platelets the other day.  I LOVE my new toy!,positive
577,I love my kindle!,positive
578,That is my new favorite thing about my Kindle.  I have read a lot in the 3 months since my son was born...wonderful!!!,positive
579,I dont know why but I read faster with the kindle,neutral
580,"My wife does the same, but with Nook and I with Kindle. :D",positive
581,"My wife does the same, but with Nook and I with Kindle. :D",positive
582,Love my kindle!!!!,positive
583,"I ordered mine on Monday morning, cant wait!!",neutral
584,"I never leave home without me Kindle. Never know when I might be stranded somewhere, or have a long wait. Great for buses too.",positive
585,Thats what I do!!,neutral
586,Im in a love affair with my kindle. And I want to decorate him with skins!,positive
587,I do that all the time :),positive
588,"Marion, dont be jealous of nooks ""Free Fridays"".  I have a nook as well as my Kindle.  The Free Friday books are RARELY new free offerings, they almost always pick a book thats been free for a while already and spotlight it on Friday.  Those of us who seek out the freebies dont get all excited on Fridays.  On the whole Amazon offers a lot more freebies than B&N.",positive
589,My kindle is a real keeper!,neutral
590,"Yes, you can hold a paper book and a baby at the same time, but its a heck of a lot easier to hold & read a Kindle.",positive
591,I wish I would have had one back in the day!!!,neutral
592,"Does anyone know where I can enter to try to win a kindle,cant afford one,I really really really want a kindle!!!!",positive
593,Yes me too.  I wish Id had a Kindle while I was flying solo on fussy baby nights.  :),negative
594,Nothing more perfect than a warm baby and warm snuggly baby.,positive
595,"One of these works great on a Kindle and lets you hold it at a convenient angle hands-free, for only a few bucks: http://www.amazon.com/gp/product/B0045JNBNU",positive
596,While flying today I held my friends sleeping baby in one arm and read with my kindle in the other. It makes turning the pages so much easier. ,positive
597,"While my kids watch Dora, I am indulging my Kindle fetish. I just LOVE my Kindle. My little girls love to help me, turn the page, while reading. Cant wait to try out some kids books, too.",positive
598,"While I like the Kindle in some situations, I have to say I managed to hold, rock and feed my kids just fine reading an actual book. I waited for them through sports practices and other activities with a book in hand or in my purse.  The Kindle is a nice invention but I  think the whole omission of books entirely has gotten out of hand. Are we suddenly incapable of turning a page but only dexterous enough to keep clicking an electronic tab? Its nice to have access to many books but I personally read only one at a time. I cant think of anywhere I cant bring along either my Kindle or a book. ",positive
599,Running on the treadmill goes by so much faster when I am reading my Kindle!,positive
600,"I agree, though sometimes she wakes up and asks me if I want to go antiquing tomorrow.",neutral
601,This also works if your 20 lb. cat insists on lap time!  I can still read my mysteries!,positive
602,I read so much now i need some new authors any suggestions I love Terri black stock Jodi picoult dannielle steel Sandra brown Karen kings bury any ideas,positive
603,And she couldnt hold a paper book? Huh?!,neutral
604,"I too have fibromyalgia as well as osteoarthritis in my hands.  It had literally gotten too painful to handle a book - since I got my kindle for christmas, Im able to finally do some reading.  I love my kindle!",positive
605,"That is sweet. Now, I want a baby to go with my Kindle.",positive
606,"My left arm is messed up from an accident (I am left handed). I practically had to give up reading which always has been my favorite pastime. Holding any book, keeping the pages opened hurt my arm really bad, it would ache and burn all the way up to my shoulder. Then one day I bought myself a Kindle and reading is no longer a pain. No more book to have to keep open, I dont even have to hold it. Yes, it is much different than holding onto a paperback",negative
607,Loving the text to speech program reading books fast,positive
608,Love my kindle too & have the free kindle app on iPhone. Just have to sync whichever you go on & it updates to where you left off. ,positive
609,KINDLE ROCKS THE CRADLE!!,neutral
610,"No bookstore is open in the middle of the night, or has free books, or reviews 24/7! I will bet that some of u folks still use carbon paper:) Its 2011 get with the times.",positive
611,When I am on a crowded San Diego trolley I can hold on with one hand and hold on to my Kindle with the other and read!,negative
612,"when I was a teen, I read everyday.  Then raising a family I quit reading.  Now I have a Kindle and I am beginning to read a lot more. I really like having the ebooks better than paper books to have to find a place to store them.",positive
613,"I luvvvvvv my Kindle, that things stays in my purse cause I never know when Ill gt a chance to read.  Best gift my sons ever gave me.",positive
